mz,intensity,relative_intensity_percent
68.2,28.058309844992728,1.5492396101404953
68.3,55.370696781078,3.057293086013645
68.4,43.17761589230904,2.3840521108128865
68.5,63.10610785592785,3.484403817347147
68.6,38.763219869994316,2.140311229398496
68.7,13.427057429030995,0.7413749912808197
68.8,10.843134413578028,0.5987036790311332
68.9,65.18920278016249,3.59942190596815
69.0,66.50098297409934,3.671851850874736
69.1,32.246154160913186,1.7804714388275515
69.2,28.58262821955222,1.578189849790693
69.3,61.78849726035964,3.4116519468078264
69.4,15.558177723217216,0.8590448007585549
69.5,19.382413658795123,1.0701999923096703
69.6,47.0698823044028,2.598963605202532
69.7,28.389607788527385,1.567532226471182
69.8,35.40280639903872,1.9547659957612957
69.9,32.55552782655877,1.7975535061295504
70.0,41.5763418783808,2.2956377643048054
70.1,60.837173503646895,3.359124604494295
70.2,37.13552832423142,2.050438238839989
70.3,47.09839827898344,2.600538114771574
70.4,0.0,0.0
70.5,34.63556876525788,1.91240296893572
70.6,20.33685513472832,1.1228994794935196
70.7,13.578864912374694,0.749757041647042
70.8,19.71325739528249,1.0884675295977222
70.9,29.508278067385383,1.629299607196112
71.0,52.01124576240824,2.871800994180507
71.1,11.652431080687851,0.6433889954300103
71.2,36.08136686669952,1.9922327127582633
71.3,26.817450199995584,1.480725543424623
71.4,29.636884301484702,1.6364006005588048
71.5,53.58714085548287,2.9588140435446677
71.6,45.22607786607067,2.497157941033963
71.7,59.61566593396938,3.2916790626393007
71.8,32.763897773501796,1.809058652988017
71.9,23.020532989927347,1.2710787553337284
72.0,31.520541296151006,1.7404067236708862
72.1,39.91744224288199,2.204041619035883
72.2,38.7333204521668,2.138660333008997
72.3,16.0385146997994,0.8855666074691985
72.4,37.18881606930174,2.0533805217449133
72.5,39.67060994250029,2.190412773288367
72.6,80.87953267561056,4.46576348906738
72.7,69.35070300307007,3.8291991455294085
72.8,20.211619689941237,1.1159846042665522
72.9,30.399599492114827,1.6785139206806483
73.0,9.233043966933948,0.5098025331805766
73.1,24.944773748657244,1.3773257110249375
73.2,41.260890064626125,2.2782200920480205
73.3,57.28786517598821,3.1631495411284716
73.4,22.46149092061505,1.2402112468380915
73.5,23.81286407877966,1.3148273173097382
73.6,0.0,0.0
73.7,32.66451343019166,1.8035711463586277
73.8,16.471540586527862,0.9094761322995285
73.9,26.06759030741067,1.4393220285990296
74.0,19.816505992983416,1.094168401037713
74.1,33.90577402345397,1.872107351433419
74.2,3.9658889555806347,0.2189765632123673
74.3,9.200685582962173,0.5080158649726141
74.4,73.93644801650936,4.082401061684464
74.5,12.43889353706744,0.6868135208573353
74.6,15.872859587816489,0.8764199602718449
74.7,68.68194350978365,3.7922735893437176
74.8,87.91120904632731,4.854017507908343
74.9,14.53430068114385,0.8025114287109645
75.0,28.99651877781545,1.6010428174379583
75.1,41.77549991692917,2.306634275630739
75.2,66.74655759930067,3.685411254085732
75.3,17.869072588291726,0.9866408633732322
75.4,31.219998773042022,1.7238122679141332
75.5,49.6295763691114,2.7402971159091924
75.6,43.465789340399134,2.3999636080783433
75.7,28.87169071785821,1.5941504359648362
75.8,33.23618663871126,1.8351360832200232
75.9,10.89937544934033,0.6018090278849894
76.0,31.362872608456023,1.731701046899713
76.1,30.85752517983881,1.7037982880513873
76.2,39.83405801327261,2.199437558702757
76.3,25.66161006125771,1.4169058288439687
76.4,44.1476934058125,2.437614941829038
76.5,53.89138472075692,2.9756128689132924
76.6,38.46272789803239,2.123719564823385
76.7,41.99911535118566,2.318981202088633
76.8,36.62679625640161,2.0223485971336737
76.9,35.674019075645454,1.9697410040099257
77.0,22.686955396228743,1.2526602681166354
77.1,41.37439671011955,2.2844873616085914
77.2,33.92884122855719,1.8733810071895414
77.3,73.3595295607507,4.050546508490773
77.4,64.00538824455437,3.5340575850323512
77.5,42.632737946017016,2.353966674385993
77.6,21.954970225494183,1.2122437060784266
77.7,15.66909350429848,0.865169015737649
77.8,57.13557315559957,3.1547407370487597
77.9,40.42698605264849,2.2321760810741598
78.0,44.342581261049,2.448375674978529
78.1,4.299952234464534,0.23742186753752106
78.2,52.39889266804725,2.8932049185181494
78.3,43.887066087858535,2.423224404170512
78.4,15.722247680539397,0.8681039236395058
78.5,27.225053465900917,1.5032313582171652
78.6,40.461909678417356,2.234104389110879
78.7,36.661902370412385,2.0242869812588777
78.8,30.46091865553601,1.6818996583589898
78.9,33.8597111748127,1.8695639911930768
79.0,31.189407192276065,1.722123153747198
79.1,38.473625217844436,2.1243212603492543
79.2,62.21685551387682,3.435303748265064
79.3,0.0,0.0
79.4,31.47169523882568,1.7377096885598748
79.5,38.91472358470404,2.1486765071792457
79.6,41.06789181436779,2.267563693439557
79.7,29.048037536216782,1.6038874257419344
79.8,4.124007915385512,0.22770710175860284
79.9,41.651418706853974,2.2997831314747073
80.0,66.84230385495533,3.690697883701069
80.1,8.14299471150952,0.4496154622972228
80.2,51.30390424656739,2.8327451315754035
80.3,29.84404598378791,1.647839033083804
80.4,34.65616177508075,1.9135400119966117
80.5,16.81032680732892,0.928182213868033
80.6,29.74478889759422,1.6423585529562443
80.7,59.16830270458125,3.2669779014176408
80.8,46.25779435577873,2.5541241681916573
80.9,66.954108897379,3.6968711992462
81.0,56.96841400159849,3.145511044169655
81.1,43.68106022073238,2.411849789981834
81.2,67.17082147102026,3.7088369842473385
81.3,43.68437685728938,2.412032918073117
81.4,50.688787182347056,2.798781442171869
81.5,30.44922283637525,1.681253873690669
81.6,36.98782468546569,2.0422827822568266
81.7,23.238871180595012,1.2831342987808374
81.8,53.607510822707354,2.959938771308235
81.9,14.588034783932418,0.8054783572578124
82.0,49.8823061635179,2.754251591796025
82.1,32.370780964907134,1.7873527079524303
82.2,56.88744768241175,3.1410404887632764
82.30000000000001,49.32314179716268,2.7233773306690234
82.4,68.58163083764242,3.786734825036859
82.5,48.96644444049561,2.703682285713218
82.6,7.518275398241666,0.4151215847015612
82.7,34.61234288783239,1.9111205520871422
82.80000000000001,14.723870533293315,0.8129785283139308
82.9,26.493462837407055,1.4628365808292272
83.0,63.027111798981,3.4800420499725946
83.1,47.30310859615853,2.611841195168224
83.2,23.249252285582564,1.2837074915045825
83.30000000000001,17.58558740407282,0.9709882286027782
83.4,36.4250776717727,2.0112107052529775
83.5,13.9394173111397,0.7696649427566878
83.6,23.759475006861543,1.3118794396427964
83.7,41.45867048792239,2.2891405383462358
83.80000000000001,56.64061664992053,3.1274117130223344
83.9,46.805206500039915,2.5843495303623127
84.0,0.0,0.0
84.1,41.33110112254467,2.282096795691191
84.2,37.1516043181864,2.0513258748645757
84.30000000000001,43.30752513670848,2.3912250498907888
84.4,64.95177426972174,3.5863122904929643
84.5,0.0,0.0
84.6,25.2251383465601,1.3928060426183864
84.7,46.503813810280384,2.5677081326529785
84.80000000000001,7.401300809829035,0.4086628326687451
84.9,62.439582864963164,3.4476016392097035
85.0,42.505419028611854,2.346936760216039
85.1,51.11601174518127,2.822370646896751
85.2,25.6030140926077,1.413670452368028
85.30000000000001,50.53024641939179,2.7900276137642024
85.4,55.11748800780269,3.0433121633080247
85.5,40.07930436246903,2.2129788361537663
85.6,40.10921606857653,2.214630411040658
85.7,40.758678307071065,2.2504904692809733
85.80000000000001,20.354785234691136,1.1238894899834468
85.9,33.24198375567365,1.8354561710397232
86.0,33.15459441585754,1.8306309685419575
86.1,42.803589558362916,2.3634002463568247
86.2,53.9018364443853,2.9761899608453724
86.30000000000001,16.85385052438863,0.9305853759551992
86.4,33.6598374542476,1.8585279634837717
86.5,62.57869985786152,3.4552829841314905
86.6,22.530411881373844,1.2440167177651125
86.7,21.11699968877423,1.165975161936274
86.80000000000001,39.56151145296148,2.1843889000638654
86.9,51.12143342873576,2.8226700051604054
87.0,36.13066900009186,1.9949549301098362
87.1,59.84879062786581,3.304551042879076
87.2,51.35229168619748,2.835416844109849
87.30000000000001,51.08526120402111,2.8206727557314686
87.4,45.90909702383368,2.5348708446100168
87.5,77.83525580622953,4.297673738247223
87.6,32.2470896004112,1.7805230891205028
87.7,0.0,0.0
87.80000000000001,64.82157850730854,3.5791235313226055
87.9,27.708910242777137,1.5299475107050644
88.0,37.8918479981746,2.092198430500657
88.1,59.524412327489486,3.2866404946532803
88.2,7.114328260939342,0.39281764305401023
88.30000000000001,13.427850146089494,0.7414187611541101
88.4,7.136997131860635,0.3940693047878226
88.5,21.66804677954237,1.196401227682463
88.6,43.87845890830589,2.422749158741681
88.7,45.40288117062988,2.506920135697151
88.80000000000001,40.942935227913964,2.260664215375779
88.9,10.542714089937402,0.582115970518165
89.0,0.0,0.0
89.1,36.95586453702688,2.040518102624272
89.2,27.488031394509953,1.5177516848456962
89.30000000000001,44.25144389089901,2.4433435249815973
89.4,48.62016527198286,2.6845624810282542
89.5,38.47584577705627,2.124443868528672
89.6,49.67239553676537,2.7426613763001164
89.7,40.11830473407123,2.2151322417163293
89.80000000000001,45.5361647008264,2.5142793859691928
89.9,23.31338126834212,1.287248373360902
90.0,32.76699455103375,1.809229641562981
90.1,39.54446973982523,2.1834479418535815
90.2,50.77451255751354,2.8035147688596047
90.30000000000001,28.920158899957702,1.5968266066948216
90.4,45.391010603178024,2.5062647023017375
90.5,31.22740174552318,1.7242210230481363
90.6,33.89924098809365,1.8717466298785366
90.7,50.94884275643331,2.813140410992086
90.80000000000001,0.14491332102520005,0.008001389185931686
90.9,12.685998094654302,0.7004573992867456
91.0,9.345662846029224,0.5160207847184596
91.1,0.0,0.0
91.2,23.82124007720682,1.3152897980724614
91.30000000000001,49.52231019509932,2.7343744139885926
91.4,30.90708680511365,1.7065348332475485
91.5,39.59772147495334,2.186388236469506
91.6,55.64591494079427,3.072489257016743
91.7,59.940850380818446,3.309634122243509
91.80000000000001,34.80051717492949,1.9215105955641478
91.9,60.41204601224915,3.3356511895711725
92.0,37.70827985181396,2.0820627150896764
92.1,20.979331971105687,1.1583738387479563
92.2,25.355793660422766,1.4000201759225526
92.30000000000001,9.407842773829703,0.5194540495029871
92.4,20.073590632794257,1.10836332971852
92.5,29.618199614660277,1.6353689255544517
92.6,50.52953034881483,2.7899880759264777
92.7,67.04135696098771,3.7016886011780126
92.80000000000001,11.19073272321328,0.6178963200946831
92.9,43.14339442867854,2.3821625726594395
93.0,17.345209095164385,0.9577157400018301
93.1,44.62204759233764,2.463806408779848
93.2,33.72044028762092,1.8618741489977022
93.30000000000001,3.1261951347444565,0.17261286793576894
93.4,52.79434584823272,2.9150398663137915
93.5,25.19748716944284,1.3912792828422726
93.6,26.47979570927602,1.462081950333861
93.7,16.836956596785583,0.9296525777233
93.80000000000001,24.317901019624,1.34271293257533
93.9,43.799527932508504,2.4183909848228704
94.0,32.6936018631447,1.8051772642173554
94.1,42.018416041084656,2.3200468897034523
94.2,42.61959337071919,2.353240896645909
94.30000000000001,59.879409799507,3.3062416804762185
94.4,29.939849284441173,1.653128812438804
94.5,9.529059296776826,0.5261470199559705
94.6,55.3250034982957,3.054770131352628
94.7,30.150712902249417,1.6647716473369423
94.80000000000001,56.182664002392784,3.1021258570659995
94.9,43.02328803728447,2.375530898121426
95.0,33.76452445633979,1.8643082564238693
95.1,42.40546609283331,2.3414178587528567
95.2,71.24822608227339,3.9339708845150403
95.30000000000001,73.51814952296755,4.059304709885756
95.4,37.383860432390016,2.0641498964756195
95.5,39.020930679707355,2.1545407320511676
95.6,55.512322834394936,3.06511296870931
95.7,20.92060141018775,1.1551310307597884
95.80000000000001,42.140266707128596,2.3267748743682506
95.9,35.681968736830584,1.970179944561343
96.0,41.80034780623596,2.3080062518671958
96.1,21.151861492910697,1.1679000564914894
96.2,7.542785120438559,0.41647488904065844
96.30000000000001,0.0,0.0
96.4,16.047085966187055,0.8860398699525833
96.5,27.906344871092006,1.540848863932987
96.6,30.887551440322287,1.7054561880582797
96.7,71.0376609237313,3.922344529045623
96.80000000000001,56.07788065833137,3.0963402446039607
96.9,18.85485990585071,1.0410711112382536
97.0,42.43375214411722,2.342979673106807
97.1,28.85009174569415,1.5929578486921263
97.2,31.061450915278286,1.7150580477666093
97.30000000000001,39.518361689476876,2.1820063858237755
97.4,47.33008010555708,2.6133304270904727
97.5,30.080847290087725,1.6609140174816313
97.6,55.33932758921845,3.055561036049289
97.7,15.63761192943673,0.863430760545698
97.80000000000001,36.30910312252083,2.0048071703835655
97.9,82.95562707872497,4.580395043906734
98.0,40.215435367254955,2.220495309738515
98.1,62.000361118911115,3.4233500099997443
98.2,37.85236320711775,2.090018277717352
98.30000000000001,46.661487715936346,2.5764140975338736
98.4,35.18790250093155,1.9429000767818374
98.5,33.14516353904432,1.8301102426679432
98.6,22.184316858942452,1.224907080706241
98.7,43.96292446123596,2.4274129243431943
98.80000000000001,20.892330594656176,1.1535700576479206
98.9,48.20303425364172,2.661530591374086
99.0,55.76016608002638,3.078797633799946
99.1,42.825065330270135,2.3645860311272124
99.2,31.077522795997545,1.7159454566788812
99.30000000000001,44.40388042755653,2.451760308527261
99.4,30.678885000164573,1.693934670326625
99.5,53.07734825837268,2.930665844712925
99.6,3.274690484127774,0.18081203882158559
99.7,30.201567373864368,1.6675795770452497
99.80000000000001,0.4103840877680369,0.022659357874867787
99.9,9.336405055910312,0.5155096158264693
100.0,60.79952013665037,3.3570455737925733
100.1,52.365829675490346,2.8913793453463543
100.2,23.304355800873775,1.2867500321643282
100.30000000000001,9.212437791263856,0.5086647631674153
100.4,0.0,0.0
100.5,26.479580857212582,1.462070087276933
100.6,79.83247022045325,4.407949934409876
100.7,44.09541688634565,2.434728493746964
100.80000000000001,26.197698851109195,1.4465059719879585
100.9,44.64394377100551,2.4650154063100054
101.0,8.177749646100025,0.45153445605033593
101.1,30.925679471442564,1.7075614273401367
101.2,38.07059451428329,2.1020679195917698
101.30000000000001,34.73268826722113,1.9177654223475542
101.4,50.51951019042144,2.7894348128693416
101.5,42.49111407224895,2.346146912034121
101.6,48.31986832594394,2.6679815848097057
101.7,23.90179891984633,1.319737854660819
101.80000000000001,52.455677351389866,2.8963402848737734
101.9,65.61836505723184,3.6231181015867384
102.0,18.837308646274572,1.0401020184207095
102.1,20.323978197137926,1.1221884793697576
102.2,60.34911805376419,3.3321766222715468
102.30000000000001,32.863308239488916,1.8145476019810463
102.4,61.57878505719803,3.4000726872707174
102.5,28.346857185940692,1.5651717519005266
102.6,62.505820372872805,3.451258943284593
102.7,38.68424470249814,2.135950615434986
102.80000000000001,40.96811881980852,2.2620547274310026
102.9,64.48742439005828,3.560673211356949
103.0,29.81313140600492,1.6461320846362044
103.1,19.387302273350752,1.0704699171679435
103.2,28.25584425548962,1.5601464728417123
103.30000000000001,44.4745111115765,2.4556601818261004
103.4,8.151336700750743,0.45007606524270544
103.5,47.81197624772018,2.6399383231304476
103.6,26.642116282880625,1.4710444809908476
103.7,57.003127893204145,3.1474277717343124
103.80000000000001,0.0,0.0
103.9,22.189316048124958,1.2251831109426632
104.0,5.993573277786165,0.33093515537904045
104.1,21.480369605448853,1.1860386323005176
104.2,40.812986219960976,2.2534890807532224
104.30000000000001,33.131420741904414,1.8293514341081656
104.4,31.799203758935732,1.7557930718718435
104.5,33.497172315158906,1.8495464076431873
104.6,40.025988331158985,2.2100349914240827
104.7,18.21385124502406,1.0056778172985268
104.80000000000001,49.09329353618291,2.7106862586764846
104.9,48.30048746693871,2.666911470657594
105.0,43.30568287780982,2.391123329563595
105.1,46.395101969522784,2.561705608241373
105.2,41.715524014556394,2.3033227061127195
105.30000000000001,73.01381944916454,4.03145812428466
105.4,34.81730492110503,1.9224375309884059
105.5,30.860002070414406,1.703935049567348
105.6,22.826503557069138,1.2603654199768348
105.7,17.81177195547495,0.9834770088668029
105.80000000000001,13.994507999391942,0.772706775171462
105.9,20.399149467747606,1.1263390611623343
106.0,35.12775952685421,1.9395792823994598
106.1,42.41984641081993,2.3422118680269133
106.2,37.32572456868633,2.0609399246948157
106.30000000000001,22.62862345520052,1.249439469926133
106.4,52.61648695793086,2.905219387482617
106.5,49.7340987889371,2.746068321439258
106.6,33.58446554354395,1.8543663033481772
106.7,24.805903699754246,1.369658001116136
106.80000000000001,46.7158371532638,2.579415001777989
106.9,40.98271254938637,2.262860520226313
107.0,13.367322408315363,0.7380767220437745
107.1,42.29340673477247,2.335230501169529
107.2,56.543022237758585,3.1220230374433364
107.30000000000001,51.053247417944675,2.818905114496691
107.4,96.69300003045498,5.338904107127833
107.5,106.87854084276226,5.901298754713674
107.6,211.87942101130386,11.698922473155521
107.7,277.4946505597707,15.32186744762222
107.80000000000001,322.77880414874187,17.82223203976247
107.9,399.72332103980114,22.070723627791132
108.0,396.2736899555048,21.880252243531416
108.1,435.638242115224,24.053766035993934
108.2,434.3692647771595,23.98369945082323
108.30000000000001,373.8927485729978,20.644488539531967
108.4,340.1982528535268,18.784046919894298
108.5,291.00288838215465,16.06772481441475
108.6,166.67400626135736,9.202905446101958
108.7,118.02100430386227,6.516529887445638
108.80000000000001,97.54888958895052,5.386162050077791
108.9,96.28784424771169,5.316533430120878
109.0,29.86863999469986,1.6491969914243996
109.1,48.049701544016706,2.653064325636999
109.2,72.2719923924218,3.990498142499267
109.30000000000001,7.927523307409359,0.4377182084737132
109.4,13.8498888551023,0.7647216289543202
109.5,29.003475387423954,1.601426926645438
109.6,27.162543645742858,1.499779878425737
109.7,51.131493867085645,2.823225492275385
109.80000000000001,40.84803976234661,2.2554245621360844
109.9,4.548941375377044,0.25116980323740973
110.0,45.77755476696201,2.527607738746595
110.1,26.106834125459358,1.4414888760574138
110.2,59.445056301533796,3.2822588515894937
110.30000000000001,25.210925450039586,1.3920212775207714
110.4,25.05092508037105,1.3831868569267651
110.5,46.25286902035758,2.553852215790753
110.6,50.2476766855668,2.7744255255882946
110.7,44.58328855128845,2.461666328284045
110.80000000000001,6.179248287123663,0.34118720123169516
110.9,46.20711991871384,2.551326179091238
111.0,17.907455069861335,0.98876015213694
111.1,40.76247000858879,2.250699828084606
111.2,10.902780162816924,0.6019970191434885
111.30000000000001,44.56629865577514,2.4607282311838716
111.4,22.01621972246729,1.2156255971237584
111.5,13.450076295310609,0.7426459780087415
111.6,49.38876245668319,2.7270005754594027
111.7,40.89210139018152,2.257857424967318
111.80000000000001,25.493417574927854,1.4076190805191502
111.9,62.66871928237916,3.4602534067590556
112.0,28.618256411744632,1.580157060463293
112.1,37.13043813147683,2.05015718384123
112.2,41.39544205821482,2.2856493805277105
112.30000000000001,25.40351318568495,1.402655009564411
112.4,45.04045328119873,2.486908679368231
112.5,26.960357751034962,1.4886161840184966
112.6,29.155510200108232,1.60982152900146
112.7,61.09506751646014,3.3733642227063543
112.80000000000001,17.839451054776205,0.9850053103663379
112.9,0.0,0.0
113.0,65.5718659102141,3.620550651131041
113.1,82.46540314692605,4.553327328952504
113.2,29.285153221912026,1.6169797685984393
113.30000000000001,1.71941526883667,0.09493751603279538
113.4,30.996288428473015,1.7114601009832253
113.5,31.435486902867954,1.7357104452486103
113.6,33.17137086159938,1.8315572800127558
113.7,16.551515245406733,0.9138919331808752
113.80000000000001,47.02710056457659,2.596601411389161
113.9,46.03863275514955,2.5420231601625827
114.0,9.700698843252482,0.5356240977106768
114.10000000000001,49.18804117050798,2.7159177494139675
114.2,73.55332967502603,4.06124718202185
114.3,39.70278598386708,2.1921893734491866
114.4,30.53814708276689,1.686163826056756
114.5,34.056442140664615,1.8804264916973032
114.60000000000001,47.6896218054341,2.633182522459864
114.7,5.465411100870071,0.3017726801773323
114.8,39.57903265359144,2.185356333176662
114.9,29.59414890966942,1.63404096585091
115.0,69.88585023320881,3.858747300452784
115.10000000000001,33.49239079151076,1.8492823958094933
115.2,66.65197700015136,3.680188986195669
115.3,16.76516743992387,0.9256887393451805
115.4,47.20566500245026,2.606460847030318
115.5,42.386704748242124,2.3403819510898245
115.60000000000001,20.997149538433916,1.1593576357483364
115.7,39.835630063464926,2.1995243594559213
115.8,58.47033906296881,3.2284398381487702
115.9,30.819249322841188,1.7016848865635437
116.0,6.19467231494426,0.3420388389454273
116.10000000000001,36.33636912340598,2.0063126626535834
116.2,20.411384293734773,1.127014607093191
116.3,30.495363104050117,1.68380150862304
116.4,35.19142014566782,1.9430943035399686
116.5,5.960760111720692,0.329123376377255
116.60000000000001,7.5831498922277945,0.4187036299611072
116.7,45.34470303945945,2.503707830118122
