Existing_Durability_Years,Tensile_Strength_MPa,Thermal_Resistance_C,Elasticity_Modulus_GPa,Hardness_Mohs,Corrosion_Resistance_Scale,Electrical_Conductivity_S/m,Density_g/cm^3,Mixture_Ratio_A_Percent,Mixture_Ratio_B_Percent,Mixture_Ratio_C_Percent
5.303275962,52.40120056,184.1078933,2.179497081,2.844313183,6.319242108,4.386543642,1.111156597,26.6715389,35.48245318,37.84600793
17.48929768,56.84247259,211.4737583,1.108326006,4.075283034,6.932588247,5.329517483,1.485144204,55.11159485,39.22820326,5.660201886
16.67235126,71.18219795,272.1102348,2.039358674,7.08618234,4.575310725,3.559458891,2.066896032,33.62723206,26.13577688,40.23699106
18.05018222,88.17339187,245.4088525,6.566322336,8.913112867,9.993501945,7.836648042,1.695742663,16.69552143,39.97712697,43.3273516
19.67927513,74.02872905,154.065581,9.768305915,5.893102484,4.167036966,7.535114324,1.62904975,45.46608861,16.31241618,38.22149522
16.98737846,91.08554588,126.2965599,9.913105014,3.544296859,7.492660012,9.279396893,0.80092814,26.00106031,31.18662646,42.81231323
11.92219043,49.14794244,111.0748641,4.681486858,1.272117322,6.738244251,0.386630235,1.523182933,23.23764276,30.64817752,46.11417972
16.70793764,85.86327837,160.3197269,2.466589834,7.393031461,8.317484769,8.967343783,0.908041417,45.97238982,48.3893642,5.63824598
6.774116388,42.9945161,152.4236298,6.748855816,1.070956932,9.786030971,3.986431006,1.154030529,28.24413503,39.63207968,32.12378529
14.59881532,96.69541599,191.2281134,5.412748119,4.354111628,9.008142908,8.795887704,2.385069696,30.93151776,31.73518601,37.33329623
7.150299311,78.12417935,236.6562671,9.904687996,5.774834931,7.881057769,6.938769284,1.166176947,32.92251276,22.25254221,44.82494503
19.17003376,45.0855374,239.1250891,1.587737864,9.299003156,7.2842363,9.874752695,2.259173986,4.661013359,22.4059633,72.93302334
12.82772483,96.31594133,156.7037693,8.049109945,1.805450905,4.019483527,7.616896272,2.164918732,40.75550725,52.49570518,6.748787571
11.2199291,81.15990647,175.9853912,3.595586476,4.653480898,2.329170204,3.708991797,1.070548603,23.33396315,13.91791894,62.74811792
8.968334182,47.77591498,136.2301923,3.172767581,1.218818797,1.563724028,5.060525411,1.829710327,65.60385539,34.24617162,0.149972991
16.61350534,44.93183842,257.7091025,6.962541144,4.083498859,3.177115338,3.826252636,0.996625182,13.8497019,21.97057447,64.17972363
11.84225498,66.27404998,111.3696153,3.214568665,6.60007953,4.890533331,3.712627177,2.037409869,14.91559183,42.2674157,42.81699246
13.52650923,31.79639026,239.3994483,6.992732058,3.511611534,5.697966463,2.682954544,1.883685872,7.148810643,69.16536489,23.68582447
5.281847007,44.52290528,255.7390792,5.655776655,2.887749547,7.957751986,5.010105924,2.180295555,25.94073002,39.23865532,34.82061466
14.26453246,59.72798281,255.4815124,4.816800896,2.0413291,9.628668308,6.849225456,1.614953734,56.51917385,24.12288434,19.35794182
14.18143584,56.19189862,151.8845129,5.992190278,6.194262196,2.055884323,2.845668686,2.355267249,19.87396825,16.95439997,63.17163178
14.25400995,62.45027971,174.7626276,3.583463679,7.257430053,1.963037262,5.29136013,0.88389321,13.18442516,23.17470571,63.64086913
19.15622118,49.43400944,217.519927,7.359172356,7.047614265,6.307252507,1.262064912,1.297910561,41.95400273,16.17022988,41.87576739
15.22730449,71.07490425,154.5643805,4.733711824,9.539749186,7.708582666,1.68246834,2.015589416,38.18433202,24.66906687,37.14660111
10.39261851,90.46989241,174.1705598,4.244910044,1.024328925,8.633353423,0.563382912,1.51078566,35.9620677,36.32923982,27.70869247
11.55547931,38.22722992,139.410856,8.457912231,6.824769885,9.422488722,9.710241283,1.094017302,24.28017107,33.82385614,41.89597279
15.46446794,66.2165375,191.9711768,9.324702208,6.403530134,9.85083618,0.13821748,0.982258267,7.510222979,68.35978337,24.12999365
5.903382074,39.24476744,108.9224603,1.414065798,6.29865649,4.59821523,1.867941684,2.189476489,33.33569568,34.36704999,32.29725433
15.00150073,80.18017768,259.9591769,3.093642935,9.664932879,4.423016652,6.167380856,1.604343063,75.72211035,4.650368986,19.62752066
15.05956804,57.7241792,115.3912894,4.136674325,1.15184506,2.33027809,0.905559029,2.299882242,27.31502198,37.79638538,34.88859263
8.155738416,69.57949183,203.7670298,8.334698314,7.268341876,7.164409948,8.830775381,2.046591528,43.62183309,39.58506202,16.7931049
6.933894465,42.82958853,161.3620199,9.869422849,8.323107847,6.910857626,7.224239563,1.49653455,19.81506208,50.3221789,29.86275902
9.731425264,40.13934315,215.5085898,9.720745342,5.58826477,8.758563363,9.667260717,1.434968724,46.86247319,30.60699932,22.53052748
10.45566156,64.16393965,291.8866682,9.14453511,4.005683826,1.875321953,5.125591918,1.676585189,32.72820819,38.9111814,28.36061041
13.55295156,54.89289165,229.1140489,3.669006386,8.117561469,5.47999217,3.073996463,2.31140192,42.8577802,52.30300751,4.839212284
11.5790227,95.83023617,107.0724872,9.928101191,1.875186331,6.229737367,5.540055671,2.053373586,60.063535,0.833194799,39.10327021
19.82560757,83.57276777,186.0804879,3.24478037,4.97832074,3.17401336,9.315105301,0.808760039,18.51959193,55.17996357,26.30044449
6.530672161,82.40645339,202.0033705,1.953155394,5.679571371,2.521228655,5.255538229,1.980068347,35.65696203,31.39943404,32.94360393
8.133151341,93.26038178,207.2354989,9.558573499,7.245607698,8.736227528,2.745349615,2.363162592,9.967758291,45.66648335,44.36575836
7.419642768,35.83957048,236.2785021,3.100782299,1.817971588,1.5268143,8.786248013,2.007774791,22.52543564,15.17574532,62.29881904
14.79662488,68.65347289,155.5192195,7.207914386,3.049835514,5.235588135,3.78199561,1.100909829,43.35652169,28.05436306,28.58911525
8.799374038,70.91332483,125.7721131,1.525207231,4.692714064,2.042506012,0.113695165,1.621980817,24.39836361,36.96964128,38.63199512
11.99466159,97.3355465,178.5351353,7.576381892,6.609652057,5.113528852,2.552081723,1.03853723,51.0304037,42.75280052,6.216795781
8.66638388,50.45032688,291.2811446,8.935481911,8.982647031,9.819660937,3.250511741,1.410291973,42.73149719,26.81029953,30.45820329
7.384543755,46.85801459,137.4261784,3.451932059,6.569435514,4.813357181,8.601896935,2.393098971,13.13202868,42.05922665,44.80874467
6.655627117,37.02057596,280.796791,4.411512065,2.201153238,8.714124258,4.639181354,2.369619023,52.01581983,34.95897945,13.02520073
14.84494384,31.15007407,208.76119,4.36866565,9.825221195,2.055840078,4.501414149,1.280822649,20.54058822,0.978254336,78.48115744
7.07274427,95.06705218,191.3822843,7.739094318,8.846071613,3.441268691,3.427412437,1.377372775,33.67270971,0.833078551,65.49421173
7.948735425,76.89415826,276.408282,3.140265183,5.52448685,4.634134666,8.818713418,1.820361876,34.39567987,54.55163324,11.05268689
10.53087756,84.96070384,191.7207924,2.546677891,9.301131836,4.59830926,9.455765092,2.437435402,75.73816006,19.9314082,4.33043174
17.31489845,49.7211074,244.8335273,5.043624838,5.872427144,7.042451308,9.919714259,1.051262268,42.92518076,4.543091193,52.53172805
6.456519137,71.04871163,179.8050643,3.740215666,9.309754611,4.102463146,3.829738543,1.236758294,34.25012525,45.31078875,20.43908601
17.56917361,34.47686863,280.8088786,8.5527021,8.469076317,7.423901816,9.664859712,2.285046606,4.006235363,49.74319883,46.2505658
6.441476118,63.99393172,238.005004,3.139676434,9.714577693,6.752682093,7.939607739,1.636216794,44.9784152,7.777696904,47.2438879
19.64689198,98.42465978,239.9244109,5.521505117,9.278045297,4.592450307,6.789322562,2.328233857,71.02177701,0.064198558,28.91402443
12.02976802,91.35536717,165.5440803,9.483252397,1.324304357,4.885841149,2.524405846,1.115380426,11.71530274,62.50403114,25.78066613
19.65141632,53.67112663,251.3557285,6.70597928,2.572948037,6.530749298,2.242926883,1.705536599,55.12289581,16.33596146,28.54114273
14.0726828,97.30991082,227.2122111,8.805604649,4.502212094,1.630379711,1.743873463,1.354658376,39.54448085,14.51915211,45.93636704
16.08895369,46.21911385,148.0040547,9.461887204,9.569284276,8.401660645,9.235290441,1.338122352,37.37363926,25.84912266,36.77723808
5.587816884,96.45231757,132.1077645,7.756883757,3.700260275,6.88079045,3.011358958,1.559690839,19.65727545,10.8524612,69.49026335
9.242104439,95.89643933,259.2782949,7.296175542,2.444208795,7.53708218,4.58563303,1.536231663,44.98405203,22.25617652,32.75977145
6.802948418,85.94418111,291.8333206,9.711690099,8.976741995,5.83230701,4.990182556,1.407489695,18.98149675,63.76875563,17.24974762
9.442102963,74.13135558,191.6277655,9.949607107,5.017549739,1.994293999,7.803898795,2.35545031,16.10865173,33.86514993,50.02619834
6.780915784,91.20015766,218.1968331,5.066395144,9.170880349,4.64532052,8.457926119,2.043965115,47.38790659,41.74467215,10.86742126
9.769747691,50.51141992,271.5445288,1.637828004,2.442074197,4.648362246,1.476819741,2.036829885,45.18444384,19.50673687,35.30881929
11.21394492,89.42604887,191.4446907,3.635146283,6.950057604,3.88938691,4.326353166,1.292852864,32.14421068,30.91622913,36.93956019
5.962212445,73.25136843,290.3748954,2.371192351,4.962373775,1.269552924,8.44426339,1.782106021,47.32990447,9.215530307,43.45456522
15.38708179,30.92658004,215.1502324,4.757377373,1.688380921,7.635288183,8.198529727,2.124605037,28.68196179,49.61810936,21.69992885
13.49902181,54.30634626,264.1534241,2.181603956,7.268168302,1.988060123,1.113896209,2.152503627,46.52404715,43.43813556,10.03781729
8.980842364,40.36986027,281.7687437,6.437060236,3.2265888,6.456773197,1.648195154,1.385701783,33.32409491,41.80437302,24.87153207
12.8487208,98.72805729,263.1047638,4.445272532,1.356539703,7.328957468,3.111567047,2.110483686,53.82031907,2.642641133,43.5370398
6.409107661,63.48592149,131.8828927,9.058472959,1.539498684,6.713076906,0.846054784,2.051019625,38.17947804,32.0850022,29.73551976
13.63919743,64.81739558,225.7796878,9.710152046,1.549706834,9.632280268,4.304163728,1.040561026,10.40512764,44.43998751,45.15488485
18.93944296,74.76307615,179.6868517,5.921964115,9.169596617,1.929683396,1.165415281,2.272107297,35.66090993,24.25606577,40.08302429
9.778534287,55.80092243,112.5425904,3.473412129,7.65895526,8.804504432,5.725354177,1.550246499,1.02923264,29.95440371,69.01636365
15.0111557,39.58301902,184.8064504,6.330073769,9.082561215,1.262712114,2.540913704,1.626897763,23.83283663,8.879454883,67.28770848
6.976967936,87.54824132,151.7368134,9.070850424,7.053240802,5.814251694,6.004687347,1.562227604,18.20799544,59.87449955,21.917505
15.74490806,43.28935383,269.8076617,4.660600113,5.760459361,4.638192561,1.263503865,1.765338203,28.77600521,50.24512637,20.97886843
9.341091394,65.79232878,106.6609253,5.96870449,3.740017279,5.717654744,9.761250297,1.855987721,60.54674466,8.237620554,31.21563479
7.74787043,45.70219203,291.7965444,3.444874908,9.981660262,4.285898894,9.332355918,1.646905262,6.892638067,53.55856253,39.5487994
13.79769402,36.84911391,171.0737697,5.098997345,4.25970153,2.715102234,3.978789692,2.273540524,42.90300018,1.42146919,55.67553063
5.301613193,90.35340622,171.3413781,4.615421818,5.235840543,1.172106077,2.497568082,1.867149086,42.80718148,44.1137735,13.07904502
17.43410044,98.10436423,103.2657005,3.235721186,4.404206574,5.663348324,2.578942307,1.482427514,26.48925882,71.25596703,2.254774155
5.070432143,97.25842606,137.046465,5.552797454,9.815742364,8.584991764,4.885595999,1.508375987,41.57294135,33.91688247,24.51017618
