0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
0.975154807,0.397806199,0.073852367,0.2635619,0.612936238,0.537777432,0.177651929,0.068372371,0.825675118,0.90410175,0.679907948,0.558261446,0.933282525,0.734371142,0.544527994,0.431634177,0.894129521,0.588579184,0.007387315,0.963439186,0.01076111,0.261599677,0.262605126,0.443030432,0.976055985,0.186058959,0.249394938,0.392771815,0.168002274,0.139036311,0.868864906,0.045044476,0.079093714,0.075934949,0.149209744,0.463617093,0.604966511,0.158311011,0.665720009,0.433189258,0.780522814,0.15784205,0.331618769,0.347156111,0.948932757,0.584270568,0.961866792,0.122573327,0.3668333,0.30813267,1
0.412596991,0.170075547,0.115039546,0.932961677,0.268215706,0.718394103,0.293849941,0.592674094,0.74798647,0.00289938,0.090796136,0.412051484,0.805650106,0.159472555,0.534265161,0.229592484,0.21861659,0.392552383,0.810760229,0.496468179,0.039099768,0.644561032,0.498971615,0.220660498,0.007897591,0.497088224,0.796797026,0.423779468,0.797645584,0.32312588,0.84576864,0.264022459,0.962403005,0.930726438,0.15252028,0.239576181,0.572037885,0.656460335,0.612839279,0.044993138,0.990309747,0.463804989,0.372512682,0.452425943,0.352421601,0.985750142,0.910237184,0.608788936,0.901007757,0.814190673,1
0.204214572,0.897517067,0.990706507,0.862614258,0.657603051,0.576936352,0.450446002,0.192320534,0.624453718,0.221053831,0.09932145,0.598496957,0.910295733,0.123033925,0.08196965,0.8455373,0.121781401,0.258844258,0.408122481,0.921421904,0.06069063,0.942265503,0.270057254,0.546537324,0.619759214,0.257994831,0.328304541,0.85412797,0.126718394,0.819386958,0.007838995,0.515118208,0.787618773,0.067044189,0.163720841,0.581345579,0.119011331,0.773550812,0.083226192,0.196816795,0.948443452,0.744189896,0.984703257,0.954442863,0.552849976,0.15530104,0.854012807,0.591256595,0.325486122,0.333697036,1
0.571294459,0.592897069,0.267047691,0.328534203,0.368969529,0.565883551,0.590482762,0.286022366,0.06045986,0.551084015,0.686633658,0.055865126,0.764525401,0.069001418,0.260889029,0.655904288,0.997410496,0.768065016,0.407768331,0.640154504,0.094053889,0.373301493,0.355897511,0.623703804,0.102859732,0.805231811,0.439470077,0.379620788,0.511474273,0.172554705,0.987071883,0.269506069,0.42333058,0.58582728,0.827397658,0.304179961,0.591462949,0.322725328,0.89981195,0.981892411,0.314398366,0.130145557,0.393014386,0.519783173,0.831552136,0.287684567,0.347971459,0.972894328,0.935478106,0.469914917,0
0.433551751,0.0458285,0.032644763,0.987591721,0.406142366,0.800218136,0.876494338,0.413477907,0.599899423,0.531270792,0.115113527,0.319868885,0.9229107,0.20773534,0.88887932,3.66E-05,0.615185453,0.591473396,0.923216339,0.632167459,0.06196928,0.725577105,0.436745974,0.377298523,0.529240741,0.39457349,0.698434536,0.789664218,0.762136123,0.995098685,0.244261863,0.969678393,0.788005827,0.415081738,0.828382663,0.440835756,0.429891686,0.69653528,0.709060959,0.289591006,0.394029507,0.212144622,0.535411416,0.391228051,0.879764855,0.242481745,0.169010505,0.289548,0.2723603,0.307615437,1
0.559376391,0.021507518,0.766574582,0.175934381,0.295092372,0.748195347,0.81833623,0.76139579,0.214220862,0.580153553,0.407611116,0.450325899,0.820420328,0.109818381,0.499887887,0.954855061,0.669539071,0.662603942,0.463274103,0.73009464,0.671840945,0.681481474,0.967439753,0.455091528,0.003874317,0.126068684,0.436730333,0.133552713,0.397155312,0.493321823,0.796662954,0.138031944,0.731079372,0.145925771,0.50287995,0.917824011,0.382204084,0.07985589,0.571993995,0.017790856,0.735162035,0.688406672,0.205926039,0.21456756,0.67772121,0.844018426,0.196294163,0.36569095,0.245719126,0.451911899,1
0.102019942,0.992501428,0.354438108,0.092697019,0.336637774,0.673295642,0.351335112,0.049921666,0.477947911,0.898340098,0.445781913,0.223002629,0.572001794,0.251110722,0.651807518,0.250701616,0.57989141,0.754544853,0.921912667,0.329372491,0.049771929,0.598846473,0.658430405,0.494045713,0.582813453,0.994776203,0.311654151,0.10132048,0.128697708,0.691790589,0.460065763,0.500693316,0.908699764,0.593902017,0.816863093,0.510427124,0.536293582,0.62208841,0.666019939,0.841116477,0.49942753,0.675863601,0.316781116,0.25792578,0.357353501,0.038873659,0.857570692,0.875102427,0.048992888,0.166322325,0
0.1164259,0.834321697,0.752629985,0.344759975,0.694971648,0.261871087,0.593969929,0.193328532,0.450556288,0.937153467,0.76617282,0.783873323,0.814847348,0.368772906,0.235454985,0.040007638,0.58535091,0.142284488,0.589946214,0.821904957,0.87233049,0.24652926,0.507036355,0.355941631,0.764068814,0.791049829,0.603283015,0.240999075,0.002292122,0.228770975,0.937567477,0.826206702,0.625260138,0.847906673,0.857392665,0.18096543,0.712181516,0.431387069,0.195652792,0.217359926,0.979558636,0.820113963,0.32980656,0.657803156,0.818531362,0.693206196,0.213169586,0.056761562,0.429391872,0.092906123,1
0.091901986,0.333023887,0.420034931,0.955583615,0.820503388,0.886201504,0.543219802,0.756057026,0.714853609,0.928775718,0.371739848,0.471528205,0.869963134,0.19124504,0.199378954,0.939613858,0.086714994,0.339769689,0.072791224,0.176819637,0.019456986,0.164962612,0.81402204,0.792667079,0.967990717,0.562022987,0.17009397,0.85597506,0.643365159,0.039716904,0.382380895,0.282722144,0.967073191,0.310476472,0.262441777,0.325730144,0.986187724,0.277231839,0.016744928,0.774063298,0.741902583,0.410402803,0.309545122,0.786005309,0.040756676,0.905572851,0.421925857,0.424844918,0.350362663,0.831703029,0
0.131223219,0.132558638,0.812540161,0.333369966,0.060977902,0.684238315,0.556935528,0.885657642,0.660669644,0.554626782,0.639868706,0.482052005,0.595924448,0.630242783,0.752635508,0.662044477,0.146167747,0.116982417,0.917430577,0.452998231,0.257263362,0.211470588,0.390794282,0.62329339,0.103349976,0.065881917,0.676771971,0.695288521,0.260830178,0.33054394,0.007157842,0.645204648,0.212440201,0.324147402,0.756056496,0.516999544,0.058537035,0.61904544,0.665431737,0.300523009,0.68779039,0.373319668,0.128441849,0.020760553,0.317661409,0.57432471,0.241255416,0.212571169,0.645261515,0.431147037,0
0.733301281,0.660606539,0.453734733,0.029902085,0.507695311,0.315957328,0.114975676,0.075640913,0.222691918,0.994889071,0.775093878,0.308288379,0.65720379,0.922591188,0.158294052,0.682571449,0.412595615,0.457414083,0.732143408,0.083706995,0.430105472,0.296430278,0.792873806,0.8405672,0.774938983,0.177754579,0.267031167,0.758533118,0.730137397,0.455228736,0.031531335,0.530600046,0.120228537,0.163494094,0.917382943,0.780945857,0.575947938,0.365891522,0.215851969,0.210531179,0.413396843,0.398395707,0.306548155,0.236211102,0.882477823,0.168649453,0.939184771,0.678291016,0.701490107,0.213884893,1
0.485915252,0.60055472,0.113224041,0.971785824,0.170636994,0.598183898,0.256017958,0.815534214,0.796320243,0.628368646,0.571293637,0.527260206,0.602078397,0.549937707,0.965825673,0.76707117,0.374539112,0.223477467,0.522820289,0.510240102,0.809666305,0.213377312,0.772016884,0.210174979,0.156365912,0.503702982,0.676366253,0.86409314,0.6159185,0.689359271,0.511306178,0.429876311,0.058687517,0.384883333,0.239654382,0.593526756,0.866957152,0.740755939,0.469493868,0.967666349,0.988019924,0.352908798,0.257822955,0.081228766,0.726316634,0.914359629,0.357362849,0.708156899,0.712257707,0.230709017,1
0.999395775,0.520157826,0.352153695,0.896036133,0.196622226,0.833325454,0.422859965,0.992163017,0.391480343,0.517573969,0.278473344,0.389755103,0.705961351,0.473330041,0.666371629,0.813668663,0.118362672,0.024588092,0.760586992,0.872813146,0.556079637,0.041131597,0.280225226,0.857731177,0.229970569,0.015488234,0.599108173,0.483715,0.213458368,0.510008794,0.565015308,0.34796823,0.908996672,0.558138885,0.456127811,0.55590533,0.209021833,0.130295419,0.491301587,0.648236353,0.273683901,0.599888884,0.124188754,0.282451256,0.545140134,0.126192508,0.674781148,0.171329717,0.304390291,0.830931268,0
0.493579796,0.693359077,0.195987615,0.140388342,0.427894675,0.912308967,0.099222324,0.008255689,0.159534459,0.253176957,0.167220299,0.849723788,0.458485013,0.324306429,0.368594639,0.690123783,0.391234278,0.07236005,0.098114189,0.055232255,0.867462515,0.906174179,0.476757251,0.611256319,0.230860407,0.567046761,0.502923525,0.712823779,0.9623011,0.623349134,0.564324386,0.39688695,0.267361046,0.081240893,0.517737034,0.595328828,0.231486522,0.677170025,0.029536184,0.917905116,0.111765322,0.502560442,0.981111139,0.61744397,0.534414094,0.973686875,0.60783802,0.729039575,0.929834113,0.21503353,0
0.57545202,0.790332684,0.783914412,0.023396747,0.159807611,0.502791853,0.501475288,0.114633709,0.4379879,0.88039017,0.482856183,0.026024889,0.035729569,0.952942882,0.863345058,0.847497122,0.749461745,0.597207736,0.296527284,0.524225581,0.679891133,0.651578921,0.593308827,0.415392508,0.068285513,0.77879564,0.17115312,0.294073381,0.317073789,0.42737395,0.836222326,0.661676211,0.606152334,0.847667623,0.25729587,0.115510255,0.720163021,0.080648421,0.332392767,0.753529093,0.714135102,0.486256249,0.767048313,0.875624181,0.912879496,0.697235223,0.019054383,0.334049343,0.199214894,0.772966671,0
0.075806194,0.285257466,0.735873067,0.062908497,0.054965743,0.761113124,0.195521429,0.534267,0.836337213,0.285223839,0.931062037,0.307586408,0.763506889,0.842403457,0.075860749,0.367294295,0.449158665,0.066444717,0.576335933,0.734183513,0.475524738,0.023012286,0.948077999,0.594126977,0.321648082,0.311687055,0.439476702,0.96997055,0.632042964,0.115218224,0.663273779,0.479099452,0.483417903,0.880638575,0.336954613,0.587986625,0.28582203,0.877615427,0.032217752,0.025576509,0.904663255,0.870161177,0.530984488,0.580971595,0.032984439,0.842530183,0.758244794,0.963314496,0.534354109,0.406339153,1
0.853614909,0.551849627,0.785443507,0.756987996,0.271985026,0.164416022,0.904738228,0.186791154,0.041163344,0.610391298,0.857808773,0.028127882,0.982864477,0.468453135,0.503645094,0.364851444,0.899350851,0.341771291,0.074826177,0.399083139,0.645351097,0.180932642,0.390400273,0.283744348,0.743951032,0.770802304,0.151886301,0.433173465,0.917771191,0.840857178,0.580973277,0.612895711,0.243804353,0.59494679,0.170221533,0.414038581,0.19498095,0.699185001,0.874825228,0.589737404,0.43359761,0.223336367,0.172048156,0.116852063,0.476249597,0.064977259,0.091101067,0.242073784,0.242637232,0.892671383,1
0.418314584,0.872382504,0.354396489,0.570126304,0.431642292,0.497032592,0.915066506,0.58029874,0.988905864,0.679401569,0.841365045,0.079854701,0.323239888,0.009719456,0.596507647,0.483497838,0.148171288,0.173179256,0.854028509,0.549254913,0.688361146,0.873234931,0.747938645,0.640269876,0.993028076,0.748603436,0.507433464,0.816548926,0.931126154,0.417781352,0.692324881,0.230798655,0.453034479,0.439177533,0.152057601,0.146629876,0.613304168,0.952700279,0.741945731,0.679570472,0.474269664,0.169600079,0.742201155,0.148311855,0.601275038,0.792505588,0.291894803,0.333078336,0.754049032,0.618595605,0
0.279579452,0.714216775,0.40687713,0.104030166,0.254022698,0.611138676,0.300517639,0.432690624,0.858393632,0.275090293,0.336038881,0.799232282,0.403231606,0.804633066,0.536832247,0.627715694,0.467194138,0.264926833,0.057980255,0.664338617,0.394722189,0.665360485,0.237204385,0.941012807,0.113084439,0.917150244,0.185006694,0.115902105,0.35221562,0.937932109,0.423536835,0.208180832,0.629600734,0.282310458,0.418157402,0.735370052,0.382340887,0.973719697,0.465071528,0.675484593,0.056313907,0.045292556,0.927648937,0.693367238,0.021249933,0.430543631,0.149524263,0.825955087,0.204013413,0.477382663,0
0.94149495,0.820839724,0.947294382,0.264153965,0.66037533,0.543605667,0.867746475,0.888565097,0.708398692,0.541243868,0.657809602,0.285586556,0.08608638,0.637497913,0.797064611,0.133134273,0.56761557,0.500296255,0.842034398,0.461369943,0.323016302,0.37448107,0.753938164,0.818036746,0.036980279,0.317725409,0.086469324,0.903664862,0.113831829,0.40568611,0.205580035,0.771815788,0.526570124,0.417267903,0.39398385,0.61645141,0.174066348,0.474244773,0.728277438,0.544652502,0.915530962,0.165301217,0.768418734,0.360521115,0.508614875,0.916490348,0.183024396,0.061465114,0.409526119,0.172576826,1
0.465313336,0.667590626,0.584071132,0.342197424,0.058823646,0.668550248,0.39909695,0.984104534,0.945393191,0.230868558,0.546745385,0.770479193,0.719397798,0.578811705,0.816426709,0.273482891,0.338162793,0.466207652,0.929475448,0.266946859,0.225178824,0.4185465,0.276720031,0.561541056,0.988915849,0.987628613,0.986723849,0.85749718,0.026030314,0.617108475,0.817104532,0.959839027,0.436583415,0.043652061,0.05666132,0.781774843,0.253637328,0.155519492,0.947390612,0.415032254,0.084091491,0.471054083,0.500108487,0.783273412,0.92271515,0.235144713,0.212540303,0.804121179,0.423331725,0.266763523,0
0.799893039,0.248222913,0.579478157,0.869217458,0.819719009,0.269026552,0.981401908,0.945800504,0.354501333,0.19199401,0.120689063,0.363219487,0.791855243,0.43621916,0.933060384,0.09805532,0.375328703,0.809095695,0.237616966,0.535113623,0.178179358,0.278258715,0.262398958,0.860620653,0.893847738,0.973989616,0.221936199,0.283521675,0.548490837,0.434565252,0.9380885,0.852513894,0.34567707,0.600995491,0.922894591,0.041025264,0.208134147,0.508903884,0.335642666,0.27063396,0.079087344,0.911152362,0.456133958,0.780444238,0.061609142,0.826290553,0.115482616,0.363408999,0.227212243,0.983053204,0
0.964781435,0.541877664,0.428362987,0.827724117,0.085425002,0.405555207,0.856412678,0.705442028,0.066043972,0.821536194,0.37386793,0.524889632,0.943942287,0.289504848,0.824281556,0.808655852,0.400083233,0.759540914,0.458752121,0.593431148,0.992064855,0.534615634,0.00490125,0.821258676,0.744190305,0.126763883,0.230793623,0.743883626,0.29163302,0.316696193,0.647420504,0.293616108,0.245716004,0.587161028,0.243887526,0.857087931,0.142893205,0.783717974,0.744169489,0.633810839,0.831993,0.422210873,0.176967115,0.340936493,0.349793608,0.707665358,0.424079026,0.070419774,0.695721594,0.444373985,1
0.313694271,0.565314063,0.669298397,0.182390177,0.400838202,0.095772623,0.447495046,0.413551566,0.930446469,0.454108964,0.334273113,0.989603539,0.531710477,0.257749138,0.383476359,0.555082963,0.078741834,0.882491136,0.843869715,0.481594213,0.949589015,0.051243896,0.053772439,0.755149516,0.591708147,0.15561107,0.494850111,0.933672155,0.60581947,0.644697434,0.529599335,0.33379137,0.755868257,0.92206145,0.291066087,0.608100287,0.053747681,0.846964541,0.876181211,0.324397252,0.235711073,0.520917519,0.654753651,0.2860564,0.719124389,0.798769912,0.277416237,0.752444002,0.586086019,0.202410602,0
0.10622255,0.470529998,0.076866559,0.923134144,0.850056184,0.82650309,0.519177831,0.247300126,0.933314159,0.87001685,0.395493199,0.827880254,0.168239925,0.157496168,0.98884061,0.886371845,0.937072757,0.742118885,0.947568017,0.300493253,0.031588096,0.365639788,0.827513324,0.496119375,0.273050659,0.828260747,0.244455172,0.443983583,0.382582893,0.439811625,0.825705806,0.26859849,0.996260148,0.174155185,0.108154667,0.087712616,0.754264873,0.326109468,0.72922896,0.789648725,0.400599617,0.834482347,0.25488773,0.6001157,0.875806943,0.589061025,0.264982842,0.276997889,0.537310116,0.995829108,0
0.633984001,0.907688463,0.088507099,0.483713417,0.68988007,0.718739303,0.532024858,0.151730044,0.685625801,0.014327103,0.674609875,0.604359844,0.557503702,0.073259561,0.280592314,0.969064546,0.863731908,0.711150414,0.055847371,0.263537358,0.409479167,0.980753848,0.940969646,0.323991405,0.205436667,0.379302688,0.280643621,0.677671543,0.095161924,0.207416122,0.105559158,0.631036063,0.942676918,0.772450818,0.217602678,0.241948106,0.588418108,0.884156628,0.156270505,0.290067213,0.074514222,0.883015196,0.224412204,0.044659644,0.95019789,0.691310294,0.773168884,0.558116854,0.54352492,0.838551514,1
0.603065801,0.372422908,0.165519329,0.735242299,0.088645151,0.965622788,0.11648496,0.818463517,0.045741366,0.96268599,0.916188029,0.527636305,0.322308376,0.699391849,0.093484603,0.718582399,0.355899275,0.361462615,0.246511403,0.081160186,0.063934421,0.642734999,0.894874836,0.528843286,0.952594429,0.013437702,0.805195539,0.84238813,0.432489754,0.506808476,0.371050462,0.390214247,0.32483133,0.878773168,0.468834663,0.06046634,0.454648116,0.332707471,0.245138927,0.580330745,0.335572197,0.937360181,0.390564773,0.585214802,0.624406866,0.66623546,0.785741185,0.378609989,0.72103973,0.018346352,1
0.550961645,0.581374481,0.662001703,0.802575295,0.977924387,0.735540925,0.877796216,0.544084443,0.293074837,0.47442376,0.580985544,0.844331918,0.172579339,0.036873936,0.786871535,0.023408367,0.918205798,0.00791253,0.122765995,0.894468993,0.495561272,0.383322894,0.771516131,0.251665146,0.545669748,0.080623427,0.575369738,0.32101993,0.515395412,0.046497183,0.033156475,0.548892295,0.196244817,0.298942796,0.473026272,0.234273528,0.915961363,0.8952812,0.731868802,0.644999826,0.359038575,0.92132335,0.025791553,0.845374992,0.089047001,0.583612212,0.597352076,0.142464635,0.37237866,0.05360234,1
0.032545949,0.135486039,0.272752043,0.653455653,0.49405332,0.865831522,0.503358239,0.447721046,0.435250986,0.003084171,0.760805657,0.541068848,0.142877424,0.550633095,0.102980424,0.506000922,0.905851519,0.814622877,0.217067359,0.945274067,0.493748453,0.475902384,0.244867418,0.876160095,0.252552865,0.973416233,0.5212731,0.096981326,0.17630729,0.234438044,0.296933164,0.836153208,0.065741688,0.154787761,0.223210676,0.426106719,0.350829943,0.378809086,0.262443215,0.21564372,0.612094978,0.69803659,0.490806269,0.537405408,0.790213873,0.380533276,0.193728111,0.581815865,0.647695937,0.187310627,0
0.196787476,0.083780645,0.668314095,0.448299145,0.572490195,0.319829396,0.21420271,0.976167319,0.075965967,0.591491113,0.354019807,0.26194746,0.923995533,0.439196547,0.714552044,0.307592022,0.141549248,0.6030594,0.257818138,0.842940573,0.321909542,0.641246083,0.240383377,0.984809867,0.501014468,0.043162832,0.7965017,0.841721448,0.201455604,0.612882693,0.313063609,0.228899863,0.528382164,0.587027937,0.499180554,0.629869277,0.730250268,0.433973433,0.010106945,0.11296619,0.000780836,0.809588973,0.532977453,0.812886522,0.866092202,0.110675372,0.907027654,0.478075098,0.10708749,0.871086074,1
0.123692747,0.921342432,0.743616641,0.32494814,0.684777264,0.366906499,0.960066497,0.595635248,0.945571296,0.676299517,0.658535706,0.433464207,0.310722554,0.472242078,0.924563287,0.130483894,0.720173615,0.028623013,0.515841247,0.628143942,0.346427162,0.673727609,0.242429264,0.110664129,0.015765101,0.373470994,0.432094744,0.239003597,0.1840201,0.565135878,0.464295233,0.020494446,0.777821118,0.087620716,0.176737141,0.583492591,0.139521951,0.972865072,0.958188848,0.073597856,0.115226335,0.699311942,0.927056533,0.911173546,0.361177382,0.636611475,0.728138687,0.610857472,0.325605422,0.885340494,0
0.241571128,0.495264135,0.608845663,0.546652463,0.186669142,0.708377154,0.513483622,0.09766266,0.078397262,0.569310822,0.227421959,0.40291948,0.693233261,0.379099179,0.385457563,0.535095224,0.481689994,0.824238149,0.576031389,0.700763215,0.505852568,0.567366879,0.437311993,0.755439132,0.594101298,0.929240668,0.269960729,0.270632823,0.215784163,0.570957349,0.999024489,0.379776617,0.638940382,0.877560315,0.331897185,0.769976605,0.358491149,0.402341768,0.618155246,0.18514867,0.078697894,0.700898223,0.298291832,0.641522027,0.248933918,0.982166205,0.905248641,0.279803565,0.62500927,0.875144217,1
0.298852841,0.913421924,0.107641404,0.028273271,0.043216518,0.581443786,0.126140296,0.118387301,0.162130904,0.376631927,0.428646397,0.421942899,0.040329273,0.529113532,0.820475921,0.114542182,0.275708095,0.59737712,0.611383187,0.773441594,0.642390291,0.152594922,0.086731055,0.93769707,0.622877515,0.802528175,0.340835225,0.40444808,0.528786059,0.653972074,0.717717218,0.299920748,0.254529232,0.686227894,0.157360473,0.145717986,0.642820597,0.140145515,0.795091128,0.417548968,0.903592509,0.569665135,0.291843528,0.003835167,0.972315355,0.009153561,0.319195113,0.071013171,0.619347108,0.47007052,1
0.94455167,0.599868886,0.51856927,0.060588158,0.188340184,0.975012269,0.739807001,0.673060813,0.930617176,0.111025609,0.90873451,0.07819169,0.834843061,0.048483854,0.839403135,0.011740071,0.583388715,0.104032674,0.950840496,0.176104832,0.661930089,0.951669736,0.41395204,0.980579167,0.840023684,0.833737318,0.352799028,0.308856168,0.546916096,0.139440321,0.267343411,0.918873164,0.103739359,0.919084105,0.037239496,0.104054217,0.44037742,0.397180343,0.054186493,0.560003168,0.12612917,0.984496719,0.355371085,0.418817358,0.548984437,0.788845711,0.991162568,0.658875396,0.418037808,0.983670619,0
0.343418058,0.748411025,0.065056236,0.675188893,0.052936049,0.23442242,0.768815213,0.376767103,0.951364734,0.061656837,0.651013556,0.686627044,0.927356798,0.096436987,0.732952415,0.579643149,0.080444504,0.438354551,0.763634192,0.977351181,0.528301891,0.75816807,0.781152021,0.917512435,0.834843783,0.354320729,0.931118566,0.200154141,0.504701367,0.092403159,0.722397551,0.93330072,0.296059216,0.412501864,0.473463235,0.134347665,0.541249472,0.676229183,0.115624315,0.749791461,0.574001176,0.688298882,0.587144087,0.36092407,0.202940906,0.403943429,0.626157012,0.182452585,0.585430922,0.504961514,0
