wavelength_nm,mean_normalized_absorbance
645.0,0.039565248350958815
646.0,0.04241624494970926
647.0,0.03209480579692923
648.0,0.031474788581946814
649.0,0.03635812133306282
650.0,0.03759414833496229
651.0,0.030787508363076532
652.0,0.037013471300299035
653.0,0.033765154097540204
654.0,0.03391056816061255
655.0,0.028265679758573834
656.0,0.03182910296121488
657.0,0.015837093545387974
658.0,0.03010888155844174
659.0,0.03280448788711921
660.0,0.025789534459849398
661.0,0.031379290941079954
662.0,0.028440130198162095
663.0,0.03355229249137428
664.0,0.03525726189115594
665.0,0.03723954368033456
666.0,0.024740116096022554
667.0,0.02878359354692495
668.0,0.03620931989877899
669.0,0.029741395931835637
670.0,0.021712139525498622
671.0,0.039184393701676465
672.0,0.03666182469644001
673.0,0.033359769565648165
674.0,0.029230598046719333
675.0,0.03725413116611105
676.0,0.037830100613000475
677.0,0.032587431621277106
678.0,0.02161733397619797
679.0,0.026643987580886045
680.0,0.031387244694238065
681.0,0.03655262112404602
682.0,0.025180489500923706
683.0,0.03834018571910233
684.0,0.03405974280108251
685.0,0.033431712893972926
686.0,0.035853286187812056
687.0,0.03506179761948177
688.0,0.027857518622234265
689.0,0.02507666127927258
690.0,0.032764663983939596
691.0,0.03225888773596711
692.0,0.02318490071048589
693.0,0.02724966178406705
694.0,0.04109728468034788
695.0,0.038359123942097985
696.0,0.027949687798317923
697.0,0.031153635542023675
698.0,0.036540093537696584
699.0,0.02663051585855737
700.0,0.031571485598889414
701.0,0.028094723952196275
702.0,0.036907860075172175
703.0,0.032798266071121865
704.0,0.028992222183680406
705.0,0.024071651043567094
706.0,0.03633185575556179
707.0,0.03284804924741072
708.0,0.030643868707627666
709.0,0.036748561114640504
710.0,0.03430581477746132
711.0,0.030909026054055034
712.0,0.027590445985181414
713.0,0.031205932677261843
714.0,0.029812351151912032
715.0,0.02980645296150835
716.0,0.02860037775860707
717.0,0.03341065844128678
718.0,0.03222600500407866
719.0,0.030858330863678868
720.0,0.027558687481206965
721.0,0.04131587757455475
722.0,0.03519793955550559
723.0,0.03344282947208694
724.0,0.0291258228466118
725.0,0.04136181395615467
726.0,0.02760125627069713
727.0,0.035216961867622514
728.0,0.03875652285465542
729.0,0.03225420405325008
730.0,0.03131220354416145
731.0,0.025676246650182494
732.0,0.03600430831016232
733.0,0.030620684024327112
734.0,0.02706661570348407
735.0,0.03511114053130795
736.0,0.031164875267831505
737.0,0.030405528135558142
738.0,0.016543119905796138
739.0,0.03159847907357262
740.0,0.02626213055214232
741.0,0.02735945008212572
742.0,0.03247457402203233
743.0,0.026511569985279704
744.0,0.03126643427653165
745.0,0.04070522041767056
746.0,0.02690159726554365
747.0,0.03425302999208825
748.0,0.03361010635602063
749.0,0.03438148868883525
750.0,0.02931394366737145
